VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,VARIABLE_TERM,ORDER,VALUES,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_Month,"What is the number of episodes in the past four weeks in which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101230500,,00 = no such diuretic misuse,777 = if the number of discrete episodes of diuretic misuse is so great that it cannot be calculated,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Amount,How much did you take?,DCW_650101.doc,string,,,,,,,PhenX,PX650101230600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_Month_Encoded,"What is the number of episodes in the past four weeks in which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,integer,,,,,,,PhenX,PX650101230600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_Month,"What is the number of days in the past 4 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101230700,,00 = no such laxative misuse,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_Month_Average,What was the average number of diuretics taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101230700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_Month_Encoded,"What is the number of days in the past 4 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101230800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_Month_Type,What type of diuretic was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101230800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_Month_Average,What was the average number of laxatives taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101230900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_TwoMonths,"What is the number of days between the past 4 to 8 weeks on which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101230900,,00 = no such diuretic misuse,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_Month_Type,What type of laxative was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101231000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_TwoMonths_Encoded,"What is the number of days between the past 4 to 8 weeks on which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,integer,,,,,,,PhenX,PX650101231000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_Month,"What is the number of discrete episodes in the past four weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101231100,,00 = no such laxative misuse,777 = if the number of discrete episodes of laxative misuse is so great that it cannot be calculated,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_TwoMonths_Average,What was the average number of diuretics taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101231100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_Month_Encoded,"What is the number of discrete episodes in the past four weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101231200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_TwoMonths_Type,What type of diuretic was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101231200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_Month_Average,What was the average number of laxatives taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101231300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_TwoMonths,"What is the number of episodes between the past 4 to 8 weeks in which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101231300,,00 = no such diuretic misuse,777 = if the number of discrete episodes of diuretic misuse is so great that it cannot be calculated,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_Month_Type,What type of laxative was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101231400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_TwoMonths_Encoded,"What is the number of episodes between the past 4 to 8 weeks in which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,integer,,,,,,,PhenX,PX650101231400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_TwoMonths,"What is the number of days between the past 4 to 8 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101231500,,00 = no such laxative misuse,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_TwoMonths_Average,What was the average number of diuretics taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101231500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_TwoMonths_Encoded,"What is the number of days between the past 4 to 8 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101231600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_TwoMonths_Type,What type of diuretic was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101231600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_TwoMonths_Average,What was the average number of laxatives taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101231700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_ThreeMonths,"What is the number of days between the past 8 to 12 weeks on which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101231700,,00 = no such diuretic misuse,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_TwoMonths_Type,What type of laxative was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101231800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_ThreeMonths_Encoded,"What is the number of days between the past 8 to 12 weeks on which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,integer,,,,,,,PhenX,PX650101231800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_TwoMonths,"What is the number of discrete episodes between the past 4 to 8 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101231900,,00 = no such laxative misuse,777 = if the number of discrete episodes of laxative misuse is so great that it cannot be calculated,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_ThreeMonths_Average,What was the average number of diuretics taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101231900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_TwoMonths_Encoded,"What is the number of discrete episodes between the past 4 to 8 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101232000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_ThreeMonths_Type,What type of diuretic was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101232000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_TwoMonths_Average,What was the average number of laxatives taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101232100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_ThreeMonths,"What is the number of episodes between the past 8 to 12 weeks in which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101232100,,00 = no such diuretic misuse,777 = if the number of discrete episodes of diuretic misuse is so great that it cannot be calculated,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_TwoMonths_Type,What type of laxative was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101232200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_ThreeMonths_Encoded,"What is the number of episodes between the past 8 to 12 weeks in which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,integer,,,,,,,PhenX,PX650101232200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_ThreeMonths,"What is the number of days between the past 8 to 12 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101232300,,00 = no such laxative misuse,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_ThreeMonths_Average,What was the average number of diuretics taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101232300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_ThreeMonths_Encoded,"What is the number of days between the past 8 to 12 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101232400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Episodes_ThreeMonths_Type,What type of diuretic was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101232400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_ThreeMonths_Average,What was the average number of laxatives taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101232500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Days_ThreeMonths_Type,What type of laxative was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101232600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_ThreeMonths,"What is the number of discrete episodes between the past 4 to 8 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101232700,,00 = no such laxative misuse,777 = if the number of discrete episodes of laxative misuse is so great that it cannot be calculated,999 = if the question is not asked or is not applicable,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_ThreeMonths_Encoded,"What is the number of discrete episodes between the past 4 to 8 weeks on which laxatives have been taken as a means of controlling shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101232800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_ThreeMonths_Average,What was the average number of laxatives taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101232900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Episodes_ThreeMonths_Type,What type of laxative was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101233000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Type,What sort of exercise does you usually do? Which sports? How often?,DCW_650101.doc,string,,,,,,,PhenX,PX650101240100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_History,"Over the past four weeks, have you exercised / done sport / worked out in order to keep your weight down?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101240200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Shape,Have you exercised to change your shape?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101240300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_BodyParts,Which parts of you were you trying to change?,DCW_650101.doc,string,,,,,,,PhenX,PX650101240400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_BurnCalories_AlreadyEaten,Have you exercised to try to burn off calories / use up the food that you have eaten?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101240500,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Days_Month_Encoded,"What is the number of days in the past four weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101240600,,00 = if no such exercising,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Days_Month,"What is the number of days in the past four weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101240700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Episodes_Month_Encoded,"What is the number of episodes in the past four weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101240800,,999 = if no such exercising,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Episodes_Month,"What is the number of episodes in the past four weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101240900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Month_Average,"What is the average amount of time, in minutes, per day in the past four weeks spent exercising in this way?",DCW_650101.doc,decimal,,,,,,,PhenX,PX650101241000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Days_TwoMonths_Encoded,"What is the number of days between the past 4 to 8 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101241100,,00 = if no such exercising,99 = if exercise for the preceding two months are not asked,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Days_TwoMonths,"What is the number of days between the past 4 to 8 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101241200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Episodes_TwoMonths_Encoded,"What is the number of episodes between the past 4 to 8 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101241300,,999 = if no such exercising,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Episodes_TwoMonths,"What is the number of episodes between the past 4 to 8 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101241400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_TwoMonths_Average,"What is the average amount of time, in minutes, per day between the past 4 to 8 weeks spent exercising in this way?",DCW_650101.doc,decimal,,,,,,,PhenX,PX650101241500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Days_ThreeMonths_Encoded,"What is the number of days between the past 8 to 12 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101241600,,00 = if no such exercising,99 = if exercise for the preceding two months are not asked,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Days_ThreeMonths,"What is the number of days between the past 8 to 12 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101241700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Episodes_ThreeMonths_Encoded,"What is the number of episodes between the past 8 to 12 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101241800,,999 = if no such exercising,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_Episodes_ThreeMonths,"What is the number of episodes between the past 8 to 12 weeks that the subject engaged in intense exercise that was predominantly intended to use calories or change shape, weight or body composition?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101241900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_IntenseExercise_ThreeMonths_Average,"What is the average amount of time, in minutes, per day between the past 8 to 12 weeks spent exercising in this way?",DCW_650101.doc,decimal,,,,,,,PhenX,PX650101242000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_History,"Over the past four weeks, have you done anything else to try to change your shape or weight?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101250100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Details,"If Yes, please specify the nature of these acts:",DCW_650101.doc,string,,,,,,,PhenX,PX650101250200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Days_Month_Encoded,"What is the number of days in the past 4 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101250300,,00 = if no such acts,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Days_Month,"What is the number of days in the past 4 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101250400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Occasions_Month_Encoded,"What is the number of occasions in the past 4 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101250500,,000 = if no such acts,777 = if the number of occasions is so great that it cannot be calculated,999 = if the question is not asked,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Occasions_Month,"What is the number of occasions in the past 4 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101250600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Days_TwoMonths_Encoded,"What is the number of days between the past 4 to 8 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101250700,,00 = if no such acts,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Days_TwoMonths,"What is the number of days between the past 4 to 8 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101250800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Occasions_TwoMonths_Encoded,"What is the number of occasions between the past 4 to 8 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101250900,,000 = if no such acts,777 = if the number of occasions is so great that it cannot be calculated,999 = if the question is not asked,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Occasions_TwoMonths,"What is the number of occasions between the past 4 to 8 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101251000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Days_ThreeMonths_Encoded,"What is the number of days between the past 8 to 12 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101251100,,00 = if no such acts,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Days_ThreeMonths,"What is the number of days between the past 8 to 12 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101251200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Occasions_ThreeMonths_Encoded,"What is the number of occasions between the past 8 to 12 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101251300,,000 = if no such acts,777 = if the number of occasions is so great that it cannot be calculated,999 = if the question is not asked,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_OtherExtremeMethods_Occasions_ThreeMonths,"What is the number of occasions between the past 8 to 12 weeks that the child has engaged in extreme forms of behavior designed to influence weight, shape or body composition, irrespective of whether they are likely to have been effective?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101251400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Abstinence_History,Over the past three months has there been a period of two or more weeks when you have not ... (ask for each individual form of behavior that has been practiced by the child)?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF at least one of the key forms of weight control behavior rated positively in the past 3 months,PhenX,PX650101260100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Abstinence_Null_ConsecutiveWeeks_Encoded,What is the number of consecutive weeks over the past three months free from all five forms of extreme weight control behavior?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101260200,,99 = if not applicable,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Abstinence_Null_ConsecutiveWeeks,What is the number of consecutive weeks over the past three months free from all five forms of extreme weight control behavior?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101260300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DissatisfactionWithWeight_History,"Over the past four weeks, how have you felt about your weight?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101270100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DissatisfactionWithWeight_Disatisfaction,Have you felt dissatisfied with your weight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101270200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DissatisfactionWithWeight_Miserable,Has this made you really miserable or unhappy?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101270300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DissatisfactionWithWeight_Rating,Which rating best describes the child’s attitude to his/her weight? This should represent the average for the entire month.,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101270400,,0 = No dissatisfaction,1,2 = Slight dissatisfaction (no associated distress),3,4 = Moderate dissatisfaction (some associated distress),5,6 = Marked dissatisfaction (extreme concern and distress; weight totally unacceptable),9 = Subject unaware of his/her weight.,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DesireLoseWeight_History,"Over the last four weeks, have you wanted to lose weight?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101280100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DesireLoseWeight_Wish,Have you had a very strong wish to lose weight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101280200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DesireLoseWeight_Rating,Which rating best describes the number of days on which there has been a strong desire to lose weight?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101280300,,0 = No strong desire to lose weight,1,2 = Strong desire present on less than half the days,3,4 = Strong desire present on more than half the days,5,6 = Strong desire present every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DesiredWeight_Ideal_Encoded,What weight would you like to be?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101290100,,888 = if subject is not interested in his/her weight,777 = if no specific weight would be low enough,"666 = if the subject is primarily intersted in his/her shape, but has some concern about weight (but not a specific weight)",,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DesiredWeight_Ideal,What weight would you like to be?,DCW_650101.doc,decimal,kilograms,,,,,,PhenX,PX650101290200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ReactionPrescribedWeighing_Feeling,How would you feel if you were told to weight yourself once a week for the next four weeks?,DCW_650101.doc,string,,,,,,,PhenX,PX650101300100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ReactionPrescribedWeighing_Rating,Which rating best describes the strength of the negative reaction from the child to this question?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101300200,,0 = No reaction,1,2 = Slight reaction,3,"4 = Moderate reaction (definite reaction, but manageable)",5,6 = Marked reaction (pronounced reaction which would affect other aspects of the child’s life).,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ReactionPrescribedWeighing_Once,How would you feel if you were told that you could only weigh yourself once a week and not more often?,DCW_650101.doc,string,,,,,,,PhenX,PX650101300300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ReactionPrescribedWeighing_Once_Rating,Which rating best describes the strength of the negative reaction from the child to this question?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101300400,,0 = No reaction,1,2 = Slight reaction,3,"4 = Moderate reaction (definite reaction, but manageable)",5,6 = Marked reaction (pronounced reaction which would affect other aspects of the child’s life).,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DissatisfactionWithShape_History,"Over the past four weeks, how have you felt about your shape?",DCW_650101.doc,string,,,,,,,PhenX,PX650101310100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DissatisfactionWithShape_Dissatisfaction,Have you felt dissatisfied with your shape?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101310200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DissatisfactionWithShape_Miserable,Has this made you really miserable or unhappy?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101310300,,Yes,No,,,,,,,,,,,,,,,
