VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES
PX290601_Employment_Occupation_Nonagricultural_Industries_Wholesale_Retail_Trade_Retail_Trade_Represented_Union_Percent_Unemployed,Labor force statistics for employees in retail trade. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024205,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Total_Employed,Labor force statistics for employees in transportation and utilities. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024301,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Members_Union_Total,Labor force statistics for employees in transportation and utilities. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024302,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Members_Union_Percent_Unemployed,Labor force statistics for employees in transportation and utilities. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024303,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Represented_Union_Total,Labor force statistics for employees in transportation and utilities. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024304,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Represented_Union_Percent_Unemployed,Labor force statistics for employees in transportation and utilities. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024305,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Transportation_Warehousing_Total_Employed,Labor force statistics for employees in transporation and warehousing. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024401,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Transportation_Warehousing_Members_Union_Total,Labor force statistics for employees in transporation and warehousing. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024402,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Transportation_Warehousing_Members_Union_Percent_Unemployed,Labor force statistics for employees in transporation and warehousing. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024403,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Transportation_Warehousing_Represented_Union_Total,Labor force statistics for employees in transporation and warehousing. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024404,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Transportation_Warehousing_Represented_Union_Percent_Unemployed,Labor force statistics for employees in transporation and warehousing. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024405,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Utilities_Total_Employed,Labor force statistics for employees in utilities.Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024501,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Utilities_Members_Union_Total,Labor force statistics for employees in utilities.Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024502,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Utilities_Members_Union_Percent_Unemployed,Labor force statistics for employees in utilities.Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024503,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Utilities_Represented_Union_Total,Labor force statistics for employees in utilities.Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024504,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Transportation_Utilities_Utilities_Represented_Union_Percent_Unemployed,Labor force statistics for employees in utilities.Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024505,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Total_Employed,Labor force statistics for employees in all information.Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024601,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Members_Union_Total,Labor force statistics for employees in all information.Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024602,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Members_Union_Percent_Unemployed,Labor force statistics for employees in all information.Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024603,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Represented_Union_Total,Labor force statistics for employees in all information.Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024604,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Represented_Union_Percent_Unemployed,Labor force statistics for employees in all information.Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024605,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_InformationPublishing_Except_Internet_Total_Employed,"Labor force statistics for employees in publishing, except Internet.Total number employed.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601024701,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_InformationPublishing_Except_Internet_Members_Union_Total,"Labor force statistics for employees in publishing, except Internet.Total number of employees that are members of a union.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601024702,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_InformationPublishing_Except_Internet_Members_Union_Percent_Unemployed,"Labor force statistics for employees in publishing, except Internet.Percent of employees that are members of a union.",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024703,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_InformationPublishing_Except_Internet_Represented_Union_Total,"Labor force statistics for employees in publishing, except Internet.Total number of employees represented by unions.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601024704,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_InformationPublishing_Except_Internet_Represented_Union_Percent_Unemployed,"Labor force statistics for employees in publishing, except Internet.Percent of employees represented by unions.",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024705,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Motion_Pictures_Sound_Recording_Industries_Total_Employed,Labor force statistics for employees in motion pictures and sound recording industries. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024801,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Motion_Pictures_Sound_Recording_Industries_Members_Union_Total,Labor force statistics for employees in motion pictures and sound recording industries. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024802,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Motion_Pictures_Sound_Recording_Industries_Members_Union_Percent_Unemployed,Labor force statistics for employees in motion pictures and sound recording industries. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024803,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Motion_Pictures_Sound_Recording_Industries_Represented_Union_Total,Labor force statistics for employees in motion pictures and sound recording industries. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024804,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Motion_Pictures_Sound_Recording_Industries_Represented_Union_Percent_Unemployed,Labor force statistics for employees in motion pictures and sound recording industries. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024805,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Radio_Television_Broadcasting_Cable_Subscription_Programming_Total_Employed,Labor force statistics for employees in radio and television broadcasting and cable subscripation programming. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024901,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Radio_Television_Broadcasting_Cable_Subscription_Programming_Members_Union_Total,Labor force statistics for employees in radio and television broadcasting and cable subscripation programming. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024902,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Radio_Television_Broadcasting_Cable_Subscription_Programming_Members_Union_Percent_Unemployed,Labor force statistics for employees in radio and television broadcasting and cable subscripation programming. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024903,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Radio_Television_Broadcasting_Cable_Subscription_Programming_Represented_Union_Total,Labor force statistics for employees in radio and television broadcasting and cable subscripation programming. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601024904,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Radio_Television_Broadcasting_Cable_Subscription_Programming_Represented_Union_Percent_Unemployed,Labor force statistics for employees in radio and television broadcasting and cable subscripation programming. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601024905,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Telecommunications_Total_Employed,Labor force statistics for employees in telcommunications. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025001,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Telecommunications_Members_Union_Total,Labor force statistics for employees in telcommunications. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025002,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Telecommunications_Members_Union_Percent_Unemployed,Labor force statistics for employees in telcommunications. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025003,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Telecommunications_Represented_Union_Total,Labor force statistics for employees in telcommunications. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025004,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Information_Telecommunications_Represented_Union_Percent_Unemployed,Labor force statistics for employees in telcommunications. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025005,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Total_Employed,Labor force statistics for employees in all financial activities. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025101,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Members_Union_Total,Labor force statistics for employees in all financial activities. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025102,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Members_Union_Percent_Unemployed,Labor force statistics for employees in all financial activities. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025103,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Represented_Union_Total,Labor force statistics for employees in all financial activities. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025104,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Represented_Union_Percent_Unemployed,Labor force statistics for employees in all financial activities. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025105,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Insurance_Total_Employed,Labor force statistics for employees in finance and insurance. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025201,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Insurance_Members_Union_Total,Labor force statistics for employees in finance and insurance. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025202,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Insurance_Members_Union_Percent_Unemployed,Labor force statistics for employees in finance and insurance. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025203,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Insurance_Represented_Union_Total,Labor force statistics for employees in finance and insurance. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025204,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Insurance_Represented_Union_Percent_Unemployed,Labor force statistics for employees in finance and insurance. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025205,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Total_Employed,Labor force statistics for employees in finance. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025301,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Members_Union_Total,Labor force statistics for employees in finance. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025302,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Members_Union_Percent_Unemployed,Labor force statistics for employees in finance. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025303,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Represented_Union_Total,Labor force statistics for employees in finance. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025304,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Finance_Represented_Union_Percent_Unemployed,Labor force statistics for employees in finance. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025305,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Insurance_Total_Employed,Labor force statistics for employees in insurance. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025401,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Insurance_Members_Union_Total,Labor force statistics for employees in insurance. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025402,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Insurance_Members_Union_Percent_Unemployed,Labor force statistics for employees in insurance. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025403,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Insurance_Represented_Union_Total,Labor force statistics for employees in insurance. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025404,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Insurance_Represented_Union_Percent_Unemployed,Labor force statistics for employees in insurance. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025405,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Real_Estate_Rental_Leasing_Total_Employed,Labor force statistics for employees in real estate and rental and leasing. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025501,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Real_Estate_Rental_Leasing_Members_Union_Total,Labor force statistics for employees in real estate and rental and leasing. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025502,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Real_Estate_Rental_Leasing_Members_Union_Percent_Unemployed,Labor force statistics for employees in real estate and rental and leasing. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025503,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Real_Estate_Rental_Leasing_Represented_Union_Total,Labor force statistics for employees in real estate and rental and leasing. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025504,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Financial_Activities_Real_Estate_Rental_Leasing_Represented_Union_Percent_Unemployed,Labor force statistics for employees in real estate and rental and leasing. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025505,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Total_Employed,Labor force statistics for employees in all professional and business services. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025601,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Members_Union_Total,Labor force statistics for employees in all professional and business services. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025602,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Members_Union_Percent_Unemployed,Labor force statistics for employees in all professional and business services. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025603,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Represented_Union_Total,Labor force statistics for employees in all professional and business services. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025604,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Represented_Union_Percent_Unemployed,Labor force statistics for employees in all professional and business services. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025605,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Professional_Technical_Services_Total_Employed,Labor force statistics for employees in professional and technicall services. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025701,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Professional_Technical_Services_Members_Union_Total,Labor force statistics for employees in professional and technicall services. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025702,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Professional_Technical_Services_Members_Union_Percent_Unemployed,Labor force statistics for employees in professional and technicall services. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025703,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Professional_Technical_Services_Represented_Union_Total,Labor force statistics for employees in professional and technicall services. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025704,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Professional_Technical_Services_Represented_Union_Percent_Unemployed,Labor force statistics for employees in professional and technicall services. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025705,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Management_Administrative_Waste_Services_Total_Employed,"Labor force statistics for employees in management, administrative, and waste services. Total number employed.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601025801,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Management_Administrative_Waste_Services_Members_Union_Total,"Labor force statistics for employees in management, administrative, and waste services. Total number of employees that are members of a union. ",DCW_290601.doc,integer,,,,,,,PhenX,PX290601025802,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Management_Administrative_Waste_Services_Members_Union_Percent_Unemployed,"Labor force statistics for employees in management, administrative, and waste services. Percent of employees that are members of a union. ",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025803,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Management_Administrative_Waste_Services_Represented_Union_Total,"Labor force statistics for employees in management, administrative, and waste services. Total number of employees represented by unions.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601025804,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Professional_Business_Services_Management_Administrative_Waste_Services_Represented_Union_Percent_Unemployed,"Labor force statistics for employees in management, administrative, and waste services. Percent of employees represented by unions.",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025805,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Total_Employed,Labor force statistics for employees in all education and health services.  Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025901,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Members_Union_Total,Labor force statistics for employees in all education and health services.  Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025902,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Members_Union_Percent_Unemployed,Labor force statistics for employees in all education and health services.  Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025903,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Represented_Union_Total,Labor force statistics for employees in all education and health services.  Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601025904,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Represented_Union_Percent_Unemployed,Labor force statistics for employees in all education and health services.  Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601025905,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Educational_Services_Total_Employed,Labor force statistics for employees in educational services. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026001,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Educational_Services_Members_Union_Total,Labor force statistics for employees in educational services. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026002,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Educational_Services_Members_Union_Percent_Unemployed,Labor force statistics for employees in educational services. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026003,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Educational_Services_Represented_Union_Total,Labor force statistics for employees in educational services. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026004,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Educational_Services_Represented_Union_Percent_Unemployed,Labor force statistics for employees in educational services. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026005,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Health_Care_Social_Assistance_Total_Employed,Labor force statistics for employees in health care and social assistance. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026101,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Health_Care_Social_Assistance_Members_Union_Total,Labor force statistics for employees in health care and social assistance. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026102,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Health_Care_Social_Assistance_Members_Union_Percent_Unemployed,Labor force statistics for employees in health care and social assistance. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026103,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Health_Care_Social_Assistance_Represented_Union_Total,Labor force statistics for employees in health care and social assistance. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026104,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Education_Health_Services_Health_Care_Social_Assistance_Represented_Union_Percent_Unemployed,Labor force statistics for employees in health care and social assistance. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026105,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Total_Employed,Labor force statistics for employees in all leisure and hospitality. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026201,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Members_Union_Total,Labor force statistics for employees in all leisure and hospitality. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026202,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Members_Union_Percent_Unemployed,Labor force statistics for employees in all leisure and hospitality. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026203,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Represented_Union_Total,Labor force statistics for employees in all leisure and hospitality. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026204,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Represented_Union_Percent_Unemployed,Labor force statistics for employees in all leisure and hospitality. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026205,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Arts_Entertainment_Recreation_Total_Employed,"Labor force statistics for employees in arts, entertainment, and recreation. Total number employed.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601026301,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Arts_Entertainment_Recreation_Members_Union_Total,"Labor force statistics for employees in arts, entertainment, and recreation. Total number of employees that are members of a union. ",DCW_290601.doc,integer,,,,,,,PhenX,PX290601026302,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Arts_Entertainment_Recreation_Members_Union_Percent_Unemployed,"Labor force statistics for employees in arts, entertainment, and recreation. Percent of employees that are members of a union. ",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026303,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Arts_Entertainment_Recreation_Represented_Union_Total,"Labor force statistics for employees in arts, entertainment, and recreation. Total number of employees represented by unions.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601026304,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Arts_Entertainment_Recreation_Represented_Union_Percent_Unemployed,"Labor force statistics for employees in arts, entertainment, and recreation. Percent of employees represented by unions.",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026305,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Food_Services_Total_Employed,Labor force statistics for employees in accomodation and food services. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026401,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Food_Services_Members_Union_Total,Labor force statistics for employees in accomodation and food services. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026402,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Food_Services_Members_Union_Percent_Unemployed,Labor force statistics for employees in accomodation and food services. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026403,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Food_Services_Represented_Union_Total,Labor force statistics for employees in accomodation and food services. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026404,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Food_Services_Represented_Union_Percent_Unemployed,Labor force statistics for employees in accomodation and food services. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601026405,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Total_Employed,Labor force statistics for employees in accomodation and food services. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026501,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Leisure_Hospitality_Accommodation_Members_Union_Total,Labor force statistics for employees in accomodation and food services. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601026502,,,,,
