VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,VARIABLE_TERM,ORDER,VALUES,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Average,What is the average number of laxatives taken on each occasion in the past four weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102210400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Average_Encoded,What is the average number of laxatives taken on each occasion in the past four weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102210500,,999 = Not applicable,777 = if not quantifiable,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Type,What type of laxative was taken in the past four weeks?,DCW_650102.doc,string,,,,,,,PhenX,PX650102210600,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_ShapeWeight,"Outside the times when ..... (refer to objective and subjective bulimic episodes), over the past four weeks how many times have you taken laxatives as a means of controlling your shape or weight in the past four weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102210700,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes,What is the number of episodes of “non-compensatory” laxative misuse in the past four weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102210800,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_Encoded,What is the number of episodes of “non-compensatory” laxative misuse in the past four weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102210900,,000 = if no laxative misuse,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_MonthTwo,"What is the number of episodes of laxative-taking as a means of controlling shape, weight or body composition between the past 4 to 8 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102211000,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_Encoded_MonthTwo,"What is the number of episodes of laxative-taking as a means of controlling shape, weight or body composition between the past 4 to 8 weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102211100,,"00 = if there was no laxative use or there is doubt whether the laxative-taking was primarily to influence shape, weight, or body composition",,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Average_MonthTwo,What is the average number of laxatives taken on each occasion between the past 4 to 8 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102211200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Average_Encoded_MonthTwo,What is the average number of laxatives taken on each occasion between the past 4 to 8 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102211300,,999 = Not applicable,777 = if not quantifiable,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Type_MonthTwo,What type of laxative was taken between the past 4 to 8 weeks?,DCW_650102.doc,string,,,,,,,PhenX,PX650102211400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_ShapeWeight_MonthTwo,"Outside the times when ..... (refer to objective and subjective bulimic episodes), over the past four weeks how many times have you taken laxatives as a means of controlling your shape or weight between the past 4 to 8 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102211500,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_MonthTwo,What is the number of episodes of “non-compensatory” laxative misuse between the past 4 to 8 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102211600,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_Encoded_MonthTwo,What is the number of episodes of “non-compensatory” laxative misuse between the past 4 to 8 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102211700,,000 = if no laxative misuse,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_MonthThree,"What is the number of episodes of laxative-taking as a means of controlling shape, weight or body composition between the past 8 to 12 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102211800,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_Encoded_MonthThree,"What is the number of episodes of laxative-taking as a means of controlling shape, weight or body composition between the past 8 to 12 weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102211900,,"00 = if there was no laxative use or there is doubt whether the laxative-taking was primarily to influence shape, weight, or body composition",,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Average_MonthThree,What is the average number of laxatives taken on each occasion between the past 8 to 12 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102212000,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Average_Encoded_MonthThree,What is the average number of laxatives taken on each occasion between the past 8 to 12 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102212100,,999 = Not applicable,777 = if not quantifiable,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Type_MonthThree,What type of laxative was taken between the past 8 to 12 weeks?,DCW_650102.doc,string,,,,,,,PhenX,PX650102212200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_ShapeWeight_MonthThree,"Outside the times when ..... (refer to objective and subjective bulimic episodes), over the past four weeks how many times have you taken laxatives as a means of controlling your shape or weight between the past 8 to 12 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102212300,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_MonthThree,What is the number of episodes of “non-compensatory” laxative misuse between the past 8 to 12 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102212400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_LaxativeMisuse_Episodes_Encoded_MonthThree,What is the number of episodes of “non-compensatory” laxative misuse between the past 8 to 12 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102212500,,000 = if no laxative misuse,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_History,Over the past four weeks have you taken diuretics as a means of controlling your shape or weight?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102220100,,Yes,No,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes,"What is the number of episodes of diuretic-taking as a means of controlling shape, weight or body composition in the past four weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102220200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_Encoded,"What is the number of episodes of diuretic-taking as a means of controlling shape, weight or body composition in the past four weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102220300,,"00 = if there was no diuretic use or there is doubt whether the diuretic-taking was primarily to influence shape, weight, or body composition",,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Average,What is the average number of diuretics taken on each occasion in the past four weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102220400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Average_Encoded,What is the average number of diuretics taken on each occasion in the past four weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102220500,,999 = Not applicable,777 = if not quantifiable,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Type,What type of diuretic was taken in the past four weeks?,DCW_650102.doc,string,,,,,,,PhenX,PX650102220600,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_ShapeWeight,"Outside the times when ..... (refer to objective and subjective bulimic episodes), over the past four weeks how many times have you taken diuretics as a means of controlling your shape or weight in the past four weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102220700,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes,What is the number of episodes of “non-compensatory” diuretic misuse in the past four weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102220800,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_Encoded,What is the number of episodes of “non-compensatory” diuretic misuse in the past four weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102220900,,000 = if no diuretic misuse,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_MonthTwo,"What is the number of episodes of diuretic-taking as a means of controlling shape, weight or body composition between the past 4 to 8 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102221000,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_Encoded_MonthTwo,"What is the number of episodes of diuretic-taking as a means of controlling shape, weight or body composition between the past 4 to 8 weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102221100,,"00 = if there was no diuretic use or there is doubt whether the diuretic-taking was primarily to influence shape, weight, or body composition",,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Average_MonthTwo,What is the average number of diuretics taken on each occasion between the past 4 to 8 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102221200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Average_Encoded_MonthTwo,What is the average number of diuretics taken on each occasion between the past 4 to 8 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102221300,,999 = Not applicable,777 = if not quantifiable,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Type_MonthTwo,What type of diuretic was taken between the past 4 to 8 weeks?,DCW_650102.doc,string,,,,,,,PhenX,PX650102221400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_ShapeWeight_MonthTwo,"Outside the times when ..... (refer to objective and subjective bulimic episodes), over the past four weeks how many times have you taken diuretics as a means of controlling your shape or weight between the past 4 to 8 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102221500,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_MonthTwo,What is the number of episodes of “non-compensatory” diuretic misuse between the past 4 to 8 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102221600,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_Encoded_MonthTwo,What is the number of episodes of “non-compensatory” diuretic misuse between the past 4 to 8 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102221700,,000 = if no diuretic misuse,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_MonthThree,"What is the number of episodes of diuretic-taking as a means of controlling shape, weight or body composition between the past 8 to 12 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102221800,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_Encoded_MonthThree,"What is the number of episodes of diuretic-taking as a means of controlling shape, weight or body composition between the past 8 to 12 weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102221900,,"00 = if there was no diuretic use or there is doubt whether the diuretic-taking was primarily to influence shape, weight, or body composition",,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Average_MonthThree,What is the average number of diuretics taken on each occasion between the past 8 to 12 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102222000,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Average_Encoded_MonthThree,What is the average number of diuretics taken on each occasion between the past 8 to 12 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102222100,,999 = Not applicable,777 = if not quantifiable,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Type_MonthThree,What type of diuretic was taken between the past 8 to 12 weeks?,DCW_650102.doc,string,,,,,,,PhenX,PX650102222200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_ShapeWeight_MonthThree,"Outside the times when ..... (refer to objective and subjective bulimic episodes), over the past four weeks how many times have you taken diuretics as a means of controlling your shape or weight between the past 8 to 12 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102222300,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_MonthThree,What is the number of episodes of “non-compensatory” diuretic misuse between the past 8 to 12 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102222400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DiureticMisuse_Episodes_Encoded_MonthThree,What is the number of episodes of “non-compensatory” diuretic misuse between the past 8 to 12 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102222500,,000 = if no diuretic misuse,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_History,"Over the past four weeks have you exercised as a means of controlling your weight, altering your shape or amount of fat, or burning off calories?",DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102230100,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_CompelledTo_Exercise,Have you felt driven or compelled to exercise?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102230200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_FormOf_Exercise,"Typically, what form of exercise have you taken?",DCW_650102.doc,string,,,,,,,PhenX,PX650102230300,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Intensity,How hard have you exercised?,DCW_650102.doc,string,,,,,,,PhenX,PX650102230400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_PushedYourself,Have you pushed yourself?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102230500,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Interference_OtherCommitments,Have you exercised even when it might interfere with other commitments or do you harm?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102230600,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_UnableToExercise,Have there been times when you have been unable to exercise for any reason?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102230700,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_UnableToExercise_ Feeling,How has this made you feel?,DCW_650102.doc,string,,,,,,,PhenX,PX650102230800,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Days_PastMonth,"What is the number of days on which the participant has engaged in ""driven"" exercising in the past four weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102230900,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Days_PastMonth_Encoded,"What is the number of days on which the participant has engaged in ""driven"" exercising in the past four weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102231000,,00 = if not such driven exercising,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_AverageTime_PastMonth,What is the average amount of time (in minutes) per day spent exercising in this way in the past four weeks?,DCW_650102.doc,integer,minutes,,,,,,PhenX,PX650102231100,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_AverageTime_PastMonth_Encoded,What is the average amount of time (in minutes) per day spent exercising in this way in the past four weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102231200,,999 = if no such exercising,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Days_MonthTwo,"What is the number of days on which the participant has engaged in ""driven"" exercising between the past 4 to 8 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102231300,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Days_MonthTwo_Encoded,"What is the number of days on which the participant has engaged in ""driven"" exercising between the past 4 to 8 weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102231400,,00 = if not such driven exercising,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_AverageTime_MonthTwo,What is the average amount of time (in minutes) per day spent exercising in this way between the past 4 to 8 weeks?,DCW_650102.doc,integer,minutes,,,,,,PhenX,PX650102231500,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_AverageTime_MonthTwo_Encoded,What is the average amount of time (in minutes) per day spent exercising in this way between the past 4 to 8 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102231600,,999 = if no such exercising,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Days_MonthThree,"What is the number of days on which the participant has engaged in ""driven"" exercising between the past 8 to 12 weeks?",DCW_650102.doc,integer,,,,,,,PhenX,PX650102231700,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_Days_MonthThree_Encoded,"What is the number of days on which the participant has engaged in ""driven"" exercising between the past 8 to 12 weeks?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102231800,,00 = if not such driven exercising,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_AverageTime_MonthThree,What is the average amount of time (in minutes) per day spent exercising in this way between the past 8 to 12 weeks?,DCW_650102.doc,integer,minutes,,,,,,PhenX,PX650102231900,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DrivenExercising_AverageTime_MonthThree_Encoded,What is the average amount of time (in minutes) per day spent exercising in this way between the past 8 to 12 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102232000,,999 = if no such exercising,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_OtherExtreme_History,Over the past four weeks have you done anything else to control your shape or weight?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102240100,,Yes,No,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_OtherExtreme_Month,What is the number of days and nature of this behaviour in the past four weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102240200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_OtherExtreme_Month_Encoded,What is the number of days and nature of this behaviour in the past four weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102240300,,99 = if no such behavior,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_OtherExtreme_MonthTwo,What is the number of days and nature of this behaviour between the past 4 to 8 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102240400,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_OtherExtreme_MonthTwo_Encoded,What is the number of days and nature of this behaviour between the past 4 to 8 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102240500,,99 = if no such behavior,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_OtherExtreme_MonthThree,What is the number of days and nature of this behaviour between the past 8 to 12 weeks?,DCW_650102.doc,integer,,,,,,,PhenX,PX650102240600,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_OtherExtreme_MonthThree_Encoded,What is the number of days and nature of this behaviour between the past 8 to 12 weeks?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102240700,,99 = if no such behavior,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotFasted,Over the past three months has there been a period of two or more weeks when you have not fasted?,DCW_650102.doc,enumerated,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250100,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotFasted_Encoded,Over the past three months has there been a period of two or more weeks when you have not fasted?,DCW_650102.doc,encoded values,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250200,,99 = if not applicable,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotInducedVomiting,Over the past three months has there been a period of two or more weeks when you have not performed self-induced vomiting?,DCW_650102.doc,enumerated,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250300,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotInducedVomiting_Encoded,Over the past three months has there been a period of two or more weeks when you have not performed self-induced vomiting?,DCW_650102.doc,encoded values,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250400,,99 = if not applicable,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotMisuseLaxatives,Over the past three months has there been a period of two or more weeks when you have not misused laxatives?,DCW_650102.doc,enumerated,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250500,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotMisuseLaxatives_Encoded,Over the past three months has there been a period of two or more weeks when you have not misused laxatives?,DCW_650102.doc,encoded values,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250600,,99 = if not applicable,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotMisuseDiuretics,Over the past three months has there been a period of two or more weeks when you have not misused diuretics?,DCW_650102.doc,enumerated,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250700,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NotMisuseDiuretics_Encoded,Over the past three months has there been a period of two or more weeks when you have not misused diuretics?,DCW_650102.doc,encoded values,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250800,,99 = if not applicable,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NoDrivenExercise,Over the past three months has there been a period of two or more weeks when you have not had driven exercise?,DCW_650102.doc,enumerated,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102250900,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_PeriodsAbsence_NoDrivenExercise_Encoded,Over the past three months has there been a period of two or more weeks when you have not had driven exercise?,DCW_650102.doc,encoded values,,,,,skip logic,ASK IF activity rated positively at the specified severity level over the past 3 months,PhenX,PX650102251000,,99 = if not applicable,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DissatisfactionWeight_History,Over the past four weeks have you been dissatisfied with your weight (..... the number on the scale)?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102260100,,Yes,No,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DissatisfactionWeight_Feeling,What has this been like?,DCW_650102.doc,string,,,,,skip logic,ASK IF Q26.01=Yes,PhenX,PX650102260200,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DissatisfactionWeight_Dissatisfaction,Why have you been dissatisfied with your weight?,DCW_650102.doc,string,,,,,skip logic,ASK IF Q26.01=Yes,PhenX,PX650102260300,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DissatisfactionWeight_Upset,Have you been so dissatisfied that it has made you unhappy?,DCW_650102.doc,enumerated,,,,,skip logic,ASK IF Q26.01=Yes,PhenX,PX650102260400,,Yes,No,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DissatisfactionWeight_Worse,Could you have felt worse?,DCW_650102.doc,enumerated,,,,,skip logic,ASK IF Q26.01=Yes,PhenX,PX650102260500,,Yes,No,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DissatisfactionWeight_FeelingLength,How long has this feeling lasted?,DCW_650102.doc,string,,,,,skip logic,ASK IF Q26.01=Yes,PhenX,PX650102260600,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DissatisfactionWeight_Rating,Which rating best describes the dissatisfaction due to weight being regarded as too high?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102260700,,0 = No dissatisfaction,1,2 = Slight dissatisfaction (no associated distress),3,4 = Moderate dissatisfaction (some associated distress),5,6 = Marked dissatisfaction (extreme concern and distress; weight totally unacceptable),9 = if participants are totally unaware of their weight,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DesireLoseWeight_History,Over the past four weeks have you wanted to weigh less (again I am referring to the number on the scale)?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102270100,,Yes,No,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DesireLoseWeight_Desire,Have you had a strong desire to lose weight?,DCW_650102.doc,enumerated,,,,,,,PhenX,PX650102270200,,Yes,No,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DesireLoseWeight_Rating,Which rating best describes the number of days on which there has been a strong desire to lose weight?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102270300,,0 = No strong desire to lose weight,1 = Strong desire on 1 to 5 days,2 = Strong desire on less than half the days (6 to 12 days),3 = Strong desire on half the days (13 to 15 days),4 = Strong desire on more than half the days (16 to 22 days),5 = Strong desire almost every day (23 to 27 days),6 = Strong desire every day,9 = if participants are totally unaware of their weight,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DesiredWeigh,"On average, over the past month what weight have you wanted to be?",DCW_650102.doc,decimal,kilograms,,,,,,PhenX,PX650102280100,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_DesiredWeigh_Encoded,"On average, over the past month what weight have you wanted to be?",DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102280200,,888 = if participant is not interested in his/her weight,777 = if no specific weight would be low enough,666 = if the participant is primarily interested in his/her shape but has some concern about weight (but not a specific weight),555 = if cannot be rated,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_Weighing,Over the past four weeks how often have you weighed yourself?,DCW_650102.doc,string,,,,,,,PhenX,PX650102290100,,,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_Weighing_Encoded,Over the past four weeks how often have you weighed yourself?,DCW_650102.doc,encoded values,,,,,,,PhenX,PX650102290200,,777 = if it is due to avoidance,,,,,,,,,,,,,,,,
PX650102_PsychopathologyEatingDisordersInterview_ReactionPrescribedWeighing_History,Over the past four weeks how would you have felt if you had been asked to weigh yourself once each week for the subsequent four weeks ..... just once a week; no more often and no less often?,DCW_650102.doc,string,,,,,,,PhenX,PX650102300100,,,,,,,,,,,,,,,,,,
